topic_id	question_id	question_text
32	1620	онйюгюрекел щмднцеммни яейпежхх хмяскхмю ъбкъеряъ
32	1621	хмйперхмш - щрн
32	1622	"й теплемрюл, пюгпсьючыхл цкчйюцнмнонднамши оеорхд -1, нрмняхряъ"
32	1623	цкчйнйнпрхйнхдмше цнплнмш яейперхпсчряъ йкерйюлх
32	1624	б лнгцнбнл беыеярбе мюдонвевмхйнб яейперхпсеряъ
32	1625	деиярбхе юкэднярепнмю мюопюбкемн мю:
32	1626	дкъ нжемйх пегепбмни бнглнфмнярх мюдонвевмхйнб хяонкэгсеряъ опнаю я
32	1627	бедсыеи опхвхмни пюгбхрхъ юйпнлецюкхх ъбкъеряъ
33	1628	мюкхвхе ахрелонпюкэмни целхюмнояхх опх щйярпюяеккпмни люйпнюдемнле цхонтхгю насякнбкемн пюгбхрхел
33	1629	"цхоепопндсйжхъ ярц, бнгмхйьюъ мю щрюое гюйнмвеммнцн кхмеимнцн пнярю, опхбндхр й пюгбхрхч"
33	1630	дкъ ондрбепфдемхъ дхюцмнгю юйпнлецюкхх мюханкее днярнбепмшл ъбкъеряъ гмювемхе
33	1631	мю юйрхбмсч ярюдхч юйпнлецюкхх сйюгшбюер
33	1632	опхнпхрермшл дкъ бхгсюкхгюжхх носункх цхонтхгю ъбкъеряъ
33	1633	"еякх с лсфвхмш 46 кер (пняр - 176 ял, бея - 84 йц), я фюкнаюлх мю цнкнбмше анкх, онбшьеммсч онркхбнярэ, нмелемхе оюкэжеб псй, хг юмюлмегю нйнкн цндю нрлевемн срнкыемхе оюкэжеб псй, мюпсьемхе опхйсяю, сбекхвемхе юпрепхюкэмнцн дюбкемхъ, нцпсаемхе цнкняю, онбшьемхе яюуюпю б йпнбх, сусдьемхе оепхтепхвеяйнцн гпемхъ; опх нялнрпе нрлевемн сйпсомемхе вепр кхжю, сбекхвемхе пюглепнб йхяреи, ярно, дхюярелю, сгкнбни гна, бхяжепнлецюкхъ, рн опедонкюцюелши дхюцмнг - щрн"
33	1634	опхнпхрермшл лернднл кевемхъ юйпнлецюкхх ъбкъеряъ
33	1635	опх ледхйюлемрнгмнл кевемхх юйпнлецюкхх опхлемъчр
33	1636	мюханкее вюяршл някнфмемхел ксвебни репюохх ъбкъеряъ пюгбхрхе
33	1637	опхвхмю пюгбхрхъ цхоепопнкюйрхмелхх опх оепбхвмнл цхонрхпенге
33	1638	дкъ цхоепопнкюйрхмелхвеяйнцн цхонцнмюдхглю уюпюйрепмн мюкхвхе
33	1639	щттейрхбмши яоняна кевемхъ цхоепопнкюйрхмелхвеяйнцн цхонцнмюдхглю
33	1640	опхвхмни пюгбхрхъ анкегмх хжемйн-йсьхмцю ъбкъеряъ
33	1641	"рнмйхе псйх х мнцх, хгашрнвмне нркнфемхе фхпю мю кхже х рскнбхые, ╚ксмннапюгмне╩ цхоепелхпнбюммне кхжн мюакчдючряъ опх:"
33	1642	"опх мюкхвхх щмднцеммнцн цхоепйнпрхжхглю, онбшьемхх юйрц >10 млнкэ/к х бшъбкемхх юдемнлш цхонтхгю > 6 лл ярюбхряъ дхюцмнг"
33	1643	лернд бшанпю опх кевемхх анкегмх хжемйн-йсьхмцю -
33	1644	оепбхвмши цхонохрсхрюпхгл ъбкъеряъ якедярбхел
33	1645	"еякх фемыхмю 35 кер, оепемеяьюъ 3 леяъжю мюгюд някнфмеммше пндш я анкэьни йпнбнонрепеи, напюрхкюяэ я фюкнаюлх мю мюпсьемхе лемярпсюкэмнцн жхйкю, слемэьемхе назелю лнкнвмшу фекег, нрясрярбхе кюйрюжхх, бшоюдемхе бнкня, ямхфемхе юпрепхюкэмнцн дюбкемхъ, якюанярэ, рн опедонкнфхрекэмши дхюцмнг - щрн"
33	1646	"еякх оюжхемр 23 кер напюрхкяъ я фюкнаюлх мю онкнбсч якюанярэ, люкше пюглепш онкнбнцн вкемю, яйсдмне онкнбне нбнкняемхе, нрясрярбхе нанмъмхъ, рн дхюцмнг - щрн"
33	1647	опнаю я унпхнцнмхмнл опнбндхряъ я жекэч
33	1648	"йюпкхйнбши пняр, янупюмемхе деряйху опнонпжхи рекю, меднпюгбхрхе мюпсфмшу онкнбшу нпцюмнб, нрясрярбхе брнпхвмшу онкнбшу опхгмюйнб мюакчдючряъ опх"
33	1649	дкъ рперхвмнцн х брнпхвмнцн цхонрхпенгю уюпюйрепмн:
33	1650	йпхрепхел юдейбюрмнярх опнбндхлни гюлеярхрекэмни репюохх опх брнпхвмнл цхонрхпенге ъбкъеряъ:
33	1651	дкъ брнпхвмнцн цхонйнпрхжхглю уюпюйрепмн:
33	1652	мюханкее вюярни опхвхмни пюгбхрхъ брнпхвмни мюдонвевмхйнбни меднярюрнвмнярх ъбкъеряъ:
33	1653	бедсыхл опнъбкемхел яхмдпнлю меюдейбюрмни яейпежхх юмрхдхсперхвеяйнцн цнплнмю (яхмдпнле оюпунмю) ъбкъеряъ
33	1654	меяюуюпмши дхюаер - щрн
33	1655	б нямнбе пюгбхрхъ жемрпюкэмни тнплш меяюуюпмнцн дхюаерю кефхр
33	1656	опеоюпюрш деялнопеяяхмю хяонкэгсчряъ опх кевемхх
33	1657	метпнцеммюъ тнплю меяюуюпмнцн дхюаерю насякнбкемю
33	1658	б рхохвмшу яксвюъу дхюцмнярхвеяйхлх йпхрепхълх меяюуюпмнцн дхюаерю ъбкъчряъ:
33	1659	опнаю я деялнопеяяхмнл онгбнкъер
33	1660	опх хмяхохдюпмнл яхмдпнле опнаю я деялнопеяяхмнл опнбндхряъ
33	1661	дкъ дхттепемжхюкэмни дхюцмнярхйх лефдс ояхунцеммни онкхдхояхеи х жемрпюкэмни тнплни меяюуюпмнцн дхюаерю опнбндхряъ
33	1662	мюханкее пюяопнярпюмеммни тнплни оепбхвмнцн цхоепюкэднярепнмхглю ъбкъеряъ
34	1663	рхохвмши яхлорнл опх оепбхвмнл цхоепюкэднярепнмхгле -
34	1664	"оепбхвмне хяякеднбюмхе, пейнлемдселне опх онднгпемхх мю юкэднярепнлс:"
34	1665	бекхвхмю юкэднярепнм-пемхмнбнцн яннрмньемхъ днярнбепмн сйюгшбючыюъ мю мюкхвхе оепбхвмнцн цхоепюкэднярепнмхглю:
34	1666	мюханкее вюярни опхвхмни пюгбхрхъ юйрц-мегюбхяхлнцн щмднцеммнцн цхоепйнпрхжхглю ъбкъеряъ
34	1667	опх йнпрхйнярепнле йнмрпкюрепюкэмши мюдонвевмхй
34	1668	накхцюрмшл онякеноепюжхнммшл някнфмемхел оняке сдюкемхъ йнпрхйнярепнлш ъбкъеряъ
34	1669	"юмдпнярепнлю √ цнплнмюкэмн-юйрхбмюъ носункэ йнпш мюдонвевмхйнб, опндсжхпсчыюъ б нямнбмнл"
34	1670	дкъ дхюцмнярхйх юмдпнярепнлш опнбндър хяякеднбюмхе ясрнвмни щйяйпежхх
34	1671	онремжхюкэмсч цнплнмюкэмсч юйрхбмнярэ носункх хг лнгцнбнцн якнъ лнфмн нопедекхрэ опх яжхмрхцпютхх я онлныэч
34	1672	дкъ хяйкчвемхъ щмднцеммнцн цхоепйнпрхжхглю опх бшъбкемхх хмжхдемрюкнлш пейнлемдсеряъ:
34	1673	"тенупнлнжхрнлю √ цнплнмюкэмн-юйрхбмюъ носункэ, опндсжхпсчыюъ"
34	1674	мюханкее яоежхтхвмшл лернднл кюанпюрнпмни дхюцмнярхйх тенупнлнжхрнлш ъбкъеряъ нопедекемхе:
34	1675	"хяякеднбюмхе, пейнлемдселне дкъ бшъбкемхъ щйрнохвеяйнцн пюяонкнфемхъ тенупнлнжхрнлш хкх дкъ хяйкчвемхъ лерюярюгнб:"
34	1676	"нярпюъ мюдонвевмхйнбюъ меднярюрнвмнярэ, пюгбхбьюъяъ б пегскэрюре дбсярнпнммецн целнппюцхвеяйнцн хмтюпйрю мюдонвевмхйнб мю тнме яеорхвеяйху янярнъмхи, хлемсеряъ йюй яхмдпнл"
34	1677	й уюпюйрепмшл фюкнаюл анкэмшу я упнмхвеяйни мюдонвевмхйнбни меднярюрнвмнярэч нрмняхряъ
34	1678	цхоепохцлемрюжхъ йнфх опх анкегмх юддхянмю насякнбкемю:
34	1679	"еякх лсфвхмю 36 кер б ревемхе онякедмху 5 леяъжеб фюксеряъ мю ямхфемхе беяю, якюанярэ, онбшьеммсч срнлкъелнярэ, цнкнбнйпсфемхе, мюйкнммнярэ й янкемни охые, оепхндхвеяйхе анкх б фхбнре, ю опх наякеднбюмхх юпрепхюкэмне дюбкемхе - 90/60 лл пр.яр., мюакчдюеряъ цхоепохцлемрюжхъ йнфмшу онйпнбнб х якхгхяршу, рн с дюммнцн анкэмнцн лнфмн опедонкнфхрэ"
34	1680	нянаеммнярэ йкхмхвеяйнцн ревемхъ брнпхвмнцн цхонйнпрхжхглю-
34	1681	"опхгмюй, нркхвючыхи I-и рхо юсрнхллсммнцн онкхцкюмдскъпмнцн яхмдпнлю (юоя) нр II-цн:"
34	1682	опх оепбхвмни мюдонвевмхйнбни меднярюрнвмнярх мюгмювючр
34	1683	"цкчйнйнпрхйнхдмши цнплнм, сднбкербнпъчыхи бяел рпеанбюмхъл дкъ онярнъммни гюлеярхрекэмни репюохх упнмхвеяйни мюдонвевмхйнбни меднярюрнвмнярх, -"
34	1684	й лхмепюкнйнпрхйнхдюл нрмняхряъ:
34	1685	с анкэмшу я цхонйнпрхжхглнл опх опхянедхмемхх опнярсдмшу гюанкебюмхи опхел цкчйнйнпрхйнхднб якедсер
34	1686	щрхнкнцхвеяйхи тюйрнп бпнфдеммни цхоепокюгхх йнпш мюдонвевмхйнб -
34	1687	ндмхл хг нямнбмшу кюанпюрнпмшу онйюгюрекеи йпнбх б дхюцмнярхйе мейкюяяхвеяйни тнплш бпнфдеммни цхоепокюгхх йнпш мюдонвевмхйнб ъбкъеряъ
34	1688	мюханкее вюярн бярпевючыеияъ тнплни бпнфдеммни цхоепокюгхх йнпш мюдонвевмхйнб ъбкъеряъ
34	1689	уюпюйрепмшл опнъбкемхел бхпхкэмни тнплш бпнфд╗ммни цхоепокюгхх йнпш мюдонвевмхйнб ъбкъеряъ:
34	1690	"опеоюпюрш, хяонкэгсчыхеяъ опх кевемхх бхпхкэмни тнплш бпнфд╗ммни цхоепокюгхх йнпш мюдонвевмхйнб"
34	1691	"кевемхе, пейнлемдселне опх янкэрепъчыеи тнпле бпнфд╗ммни цхоепокюгхх йнпш мюдонвевмхйнб"
34	1692	мюханкее жеммшл лернднл дкъ кюанпюрнпмни дхюцмнярхйх яюуюпмнцн дхюаерю ъбкъеряъ
35	1693	онйюгюмхъ й опнбедемхч нпюкэмнцн цкчйнгнрнкепюмрмнцн реярю √
35	1694	йНМЖЕМРПЮЖХЪ ЦКЧЙНГШ Б ЖЕКЭМНИ ЙЮОХККЪПМНИ ЙПНБХ Б МНПЛЕ МЮРНЫЮЙ Х ВЕПЕГ 2 ВЮЯЮ ОНЯКЕ ОПХЕЛЮ ОХЫХ янярюбкъер
35	1695	йНМЖЕМРПЮЖХЪ ЦКЧЙНГШ Б ЖЕКЭМНИ ЙЮОХККЪПМНИ ЙПНБХ опх яюуюпмнл дхюаере МЮРНЫЮЙ Х ВЕПЕГ 2 ВЮЯЮ ОНЯКЕ ОПХЕЛЮ ОХЫХ янярюбкъер
35	1696	опх опнбедемхх нпюкэмнцн цкчйнгнрнкепюмрмнцн реярю я нопедекемхел цкчйнгш б бемнгмни окюгле н мюпсьеммни рнкепюмрмнярх й цкчйнге ябхдерекэярбсер цкхйелхъ
35	1697	мюпсьемхч цкхйелхх мюрныюй яннрберярбсер цкхйелхъ б йюохккъпмни йпнбх
35	1698	дхюцмнг ╚яюуюпмши дхюаер╩ лнфер ашрэ сярюмнбкем опх спнбме цкчйнгш йюохккъпмни йпнбх мюрныюй
35	1699	"еякх пегскэрюрш реярю рнкепюмрмнярх й цкчйнге √ мюрныюй яюуюп йпнбх 5,8 ллнкэ/к, вепег 2 вюяю оняке опхелю цкчйнгш √ 10,1 ллнкэ/к, рн дхюцмнг √"
35	1700	йпхрепхх сярюмнбкемхъ цеярюжхнммнцн яюуюпмнцн дхюаерю опх опнбедемхх цкчйнгнрнкепюмрмнцн реярю √
35	1701	дхюцмнярхвеяйхи йпхрепхи яюуюпмнцн дхюаерю он спнбмч цкчйнгш окюглш бемнгмни йпнбх мюрныюй √
35	1702	"лхмхлюкэмне гмювемхе спнбмъ цкчйнгш йюохккъпмни йпнбх, бгърни б кчане бпелъ ясрнй, опх йнрнпнл дхюцмнг ╚яюуюпмши дхюаер╩ ме бшгшбюер янлмемхи, √"
35	1703	дхюцмнярхвеяйхл йпхрепхел цеярюжхнммнцн яюуюпмнцн дхюаерю ъбкъеряъ онйюгюрекэ цкчйнгш окюглш мюрныюй б жекэмни йпнбх
35	1704	дхюцмнярхвеяйхл йпхрепхел цеярюжхнммнцн яюуюпмнцн дхюаерю ъбкъеряъ онйюгюрекэ цкчйнгш окюглш йпнбх вепег 2 вюяю б унде нпюкэмнцн цкчйнгнрнкепюмрмнцн реярю
35	1705	тюйрнп пхяйю пюгбхрхъ яюуюпмнцн дхюаерю 1 рхою √
35	1706	"еякх с чмньх 18 кер оняке опнярсдмнцн гюанкебюмхъ онъбхкюяэ фюфдю, онкхспхъ, наыюъ якюанярэ, спнбемэ яюуюпю б йпнбх 16 ллнкэ/к, б лнве 5 %, южернм б лнве онкнфхрекем, рн рхо дхюаерю с анкэмнцн √"
35	1707	хяякеднбюмхе я-оеорхдю мюханкее жекеяннапюгмн хяонкэгнбюрэ дкъ дхюцмнярхйх
35	1708	онд онмърхел ╚укеамюъ едхмхжю╩ ондпюгслебюеряъ
35	1709	опеоюпюрнл бшанпю опх кевемхх яюуюпмнцн дхюаерю 1 рхою ъбкъеряъ
35	1710	хмяскхм скэрпюйнпнрйнцн деиярбхъ нашвмн ббндхряъ
35	1711	й юмюкнцюл хмяскхмю дкхрекэмнцн деиярбхъ нрмняхряъ
35	1712	йнппейжхъ днгш хмяскхмю опнбндхряъ он
35	1713	юаянкчрмшл онйюгюмхел й онлонбни хмяскхмнрепюохх ъбкъеряъ
35	1714	нопедекемхе цкхйхпнбюммнцн целнцкнахмю онгбнкъер опнбеярх нжемйс щттейрхбмнярх яюуюпнямхфючыеи репюохх б ревемхе
35	1715	й тюйрнпюл пхяйю яюуюпмнцн дхюаерю 2 рхою нрмняхряъ
35	1716	дкъ анкэмшу яюуюпмшл дхюаернл 2 рхою уюпюйрепмн
35	1717	"еякх с онкмни фемыхмш 45 кер яксвюимн бшъбкемю цкхйелхъ мюрныюй (9,2 ллнкэ/к), цкчйнгспхъ (3 %), южернм б лнве нрпхжюрекэмши, ю пндмни апюр ярпюдюер яюуюпмшл дхюаернл, рн рхо дхюаерю с анкэмни"
35	1718	"бшдекхре опеоюпюр, ме нрмняъыхияъ й цпсоое ахцсюмхднб"
35	1719	леуюмхгл деиярбхъ ахцсюмхднб √
35	1720	леуюмхгл деиярбхъ хмцхахрнпнб юкэтю-цкхйнгхдюг √
35	1721	леуюмхгл деиярбхъ юцнмхярнб цкчйюцнмнонднамнцн оеорхдю-1 √
35	1722	"опеоюпюр, накюдючыхи юмнпейяхцеммшл деиярбхел, √ щрн"
35	1723	й юцнмхярюл пежеорнпнб цкчйюцнмнонднамнцн оеорхдю-1 нрмняхряъ
35	1724	й яекейрхбмшл хмцхахрнпюл йюмюкэжебни пеюаянпажхх цкчйнгш нрмняъряъ
35	1725	щлоюцкхткнгхм (╚дфюпдхмя╩) нрмняхряъ й яюуюпнямхфючыхл опеоюпюрюл цпсоош
35	1726	меопюмдхюкэмшл юмюкнцнл цкчйюцнмнонднамнцн оеорхдю-1 ъбкъеряъ
35	1727	й цпсоое хмцхахрнпнб дхоеорхдхкоеорхдюгш-4 нрмняхряъ
35	1728	рюйрхйю кевемхъ анкэмнцн яюуюпмшл дхюаернл 2 рхою опх окюмхпнбюмхх онкнярмни ноепюжхх √
35	1729	жекебни спнбемэ юпрепхюкэмнцн дюбкемхъ с оюжхемрнб я яюуюпмшл дхюаернл х юпрепхюкэмни цхоепрнмхеи √ щрн
35	1730	жекебни спнбемэ ункеярепхмю кхонопнрехднб мхгйни окнрмнярх с анкэмшу яюуюпмшл дхюаернл опх нрясрярбхх яепдевмн-янясдхяршу гюанкебюмхи янярюбкъер лемее
35	1731	дкъ опнкхтепюрхбмни ярюдхх перхмноюрхх уюпюйрепмн
35	1732	й юаянкчрмшл онйюгюмхъл й опнбедемхч оюмперхмюкэмни кюгепмни йнюцскъжхх яервюрйх опх дхюаерхвеяйни перхмноюрхх нрмняъряъ
35	1733	вюярне онгдмее някнфмемхе нпцюмнб лнвебшдекхрекэмни яхярелш опх яюуюпмнл дхюаере 1 рхою √
35	1734	ЯЮЛШл ПЮММХл ТСМЙЖХНМЮКЭМШл МЮПСЬЕМХел ПЮАНРШ ОНВЕЙ ОПХ яюуюпмнл дхюаере ъбкъеряъ(чряъ)
35	1735	някнфмемхел дхюаерхвеяйни онкхмеипноюрхх ъбкъеряъ(чряъ)
35	1736	наъгюрекэмне хяякеднбюмхе опх наякеднбюмхх оюжхемрю я пхяйнл пюгбхрхъ яхмдпнлю дхюаерхвеяйни ярнош √
35	1737	йкхмхвеяйхл опнъбкемхел меипноюрхвеяйни тнплш яхмдпнлю дхюаерхвеяйни ярнош ъбкъеряъ мюкхвхе
35	1738	рхохвмшл опнъбкемхел йпхрхвеяйни хьелхх опх нййкчгхпсчыху гюанкебюмхъу оепхтепхвеяйху юпрепхи опх яюуюпмнл дхюаере я яемянпмни меипноюрхеи ъбкъеряъ
35	1739	мюханкее ноюямне опнъбкемхе дхюаерхвеяйни юбрнмнлмни йюпдхноюрхх √
35	1740	опхгмюйнл юбрнмнлмни меипноюрхх опх яюуюпмнл дхюаере ъбкъеряъ(чряъ)
35	1741	пеьемхе н мюгмювемхх хмяскхмнрепюохх опх цеярюжхнммнл яюуюпмнл дхюаере опхмхлюеряъ
35	1742	"лЕДХЮМЮ ИНДСПХХ, УЮПЮЙРЕПМЮъ ДКЪ ЛЕЯРМНЯРХ, МЕЩМДЕЛХВМНИ ОН ДЕТХЖХРС ИНДЮ -"
36	1743	"лЕДХЮМЮ ИНДСПХХ, УЮПЮЙРЕПМЮъ ДКЪ ЛЕЯРМНЯРХ Я РЪФЕКНИ ИНДМНИ ЩМДЕЛХЕИ -"
36	1744	щрхнкнцхвеяйхл тюйрнпнл щмделхвеяйнцн гнаю ъбкъеряъ:
36	1745	ясрнвмюъ онрпеамнярэ бгпнякнцн векнбейю б инде янярюбкъер
36	1746	мюханкее пюяопнярпюмеммши яоняна опнтхкюйрхйх щмделхвеяйнцн гнаю -
36	1747	опхвхмюлх оепбхвмнцн цхонрхпенгю ъбкъчряъ:
36	1748	й щрхнкнцхвеяйхл тюйрнпюл оепхтепхвеяйнцн цхонрхпенгю нрмняхряъ
36	1749	щрхнкнцхвеяйхи тюйрнп брнпхвмнцн цхонрхпенгю -
36	1750	оепбхвмши люмхтеярмши цхонрхпенг уюпюйрепхгсеряъ
36	1751	дКЪ ЯСАЙКХМХВЕЯЙНЦН ЦХОНРХПЕНГЮ УЮПЮЙРЕПМН:
36	1752	"с оюжхемрйх 47 кер фюкнаш мю опхаюбйс б беяе, янмкхбнярэ, гъайнярэ, ясунярэ йнфмшу онйпнбнб х педйхи ярск. опх хяякеднбюмхх: сбекхвемхе пюглепнб ыхрнбхдмни фекегш, цхонреплхъ. дкъ срнвмемхъ дхюцмнгю якедсер хяякеднбюрэ -"
36	1753	"я жекэч кевемхъ люмхтеярмнцн цхонрхпенгю, пюгбхбьецняъ б хяунде юсрнхллсммнцн рхпенхдхрю, онйюгюмн мюгмювемхе"
36	1754	жекэч гюлеярхрекэмни репюохх брнпхвмнцн цхонрхпенгю ъбкъеряъ онддепфюмхе
36	1755	кЕЙЮПЯРБЕММШИ ОПЕОЮПЮР ДКЪ ГЮЛЕЫЕМХЪ ТСМЙЖХХ ЫХРНБХДМНИ ФЕКЕГШ ОПХ ЯХМДПНЛЕ ЦХОНРХПЕНГЮ:
36	1756	рюйрхйю кевемхъ оепбхвмнцн цхонрхпенгю с онфхкшу оюжхемрнб я йюпдхюкэмни оюрнкнцхеи -
36	1757	пюявермюъ днгю кебнрхпнйяхмю с анкэмшу оепбхвмшл цхонрхпенгнл аег оюрнкнцхх ян ярнпнмш яепдевмн-янясдхярни яхярелш янярюбкъер
36	1758	"пейнлемдселюъ йнмевмюъ ясрнвмюъ днгю кебнрхпнйяхмю опх кевемхх цхонрхпенгю с анкэмнцн 68 кер, 3 леяъжю мюгюд оепемеяьецн нярпши хмтюпйр лхнйюпдю, янярюбхр"
36	1759	ЯСАЙКХМХВЕЯЙХИ РХПЕНРНЙЯХЙНГ УЮПЮЙРЕПХГСЕРЯЪ:
36	1760	дКЪ ЛЮМХТЕЯРМНЦН РХПЕНРНЙЯХЙНГЮ УЮПЮЙРЕПМН:
36	1761	дкъ рхпенрнйяхвеяйни юдемнлш б нркхвхе нр дхттсгмнцн рнйяхвеяйнцн гнаю уюпюйрепмн
36	1762	дкъ юлхндюпнм-хмдсжхпнбюммнцн рхпенрнйяхйнгю II рхою уюпюйрепмн:
36	1763	дкъ юлхндюпнм-хмдсжхпнбюммнцн рхпенрнйяхйнгю 1-цн рхою уюпюйрепмн
36	1764	опх кевемхх юлхндюпнм-хмдсжхпнбюммнцн рхпенрнйяхйнгю 1 рхою хяонкэгсчряъ
36	1765	дкъ кевемхъ юлхндюпнм-хмдсжхпнбюммнцн рхпенрнйяхйнгю II рхою пейнлемднбюмн хяонкэгнбюмхе:
36	1766	б нямнбе анкегмх цпеибяю-аюгеднбю кефхр
36	1767	"яхмдпнл, опнъбкъчыхияъ сбекхвемхел пюглепнб ыхрнбхдмни фекегш, щйгнтрюкэлнл, хяусдюмхел, рюухйюпдхеи, онбшьемхел юпрепхюкэмнцн дюбкемхъ, - щрн"
36	1768	дкъ дхттсгмнцн рнйяхвеяйнцн гнаю уюпюйрепмшл ъбкъеряъ
36	1769	щмднйпхммюъ нтрюкэлноюрхъ - щрн
36	1770	рХПЕНЯРЮРХВЕЯЙХЛ ДЕИЯРБХЕЛ НАКЮДЮЕР:
36	1771	рюйрхйю кевемхъ дхттсгмн-рнйяхвеяйнцн гнаю рхюлюгнкнл:
36	1772	яуелю кевемхъ анкегмх цпеибяю-аюгеднбю ╚акнйхпси-гюлеыюи╩ опедонкюцюер
36	1773	днярнбепмши онйюгюрекэ пелхяяхх дхттсгмнцн рнйяхвеяйнцн гнаю -
36	1774	н бнглнфмнярх пежхдхбю анкегмх цпеибяю якедсер дслюрэ опх
36	1775	опедонврхрекэмне хяонкэгнбюмхе опнохкрхнспюжхкю опх кевемхх анкегмх цпеибяю с аепелеммшу ябъгюмн я
36	1776	й онанвмшл щттейрюл рхпенярюрхйнб нрмняхряъ:
36	1777	назел ноепюрхбмнцн блеьюрекэярбю опх анкегмх цпеибяю-аюгеднбю √
36	1778	"с оюжхемрйх оняке рхпенхдщйрнлхх бнгмхйкх ясднпнцх, онкнфхрекэмше яхлорнлш убнярейю х рпсяян. мюханкее бепнърмне някнфмемхе -"
